,Comment,User,Date,Post,results
870,каждому-каждому хочется повеситься падает-падает ядерный фугас (на столбах пели),311586178,1443200430,4636,positive
871,про садовского еще спойте!,268526829,1443629288,4636,neautral
872,антона забыли!,86538447,1443724530,4636,neautral
873,"[id176438353|никита], я даже знаю, какой))",212556743,1470496582,4636,neautral
874,хе-хе ;),176438353,1470497157,4636,neautral
875,аеее!,133382693,1441194420,4603,neautral
876,"о, столбы!)) круто)) а я думал до след. лета уже все",311586178,1441298355,4603,positive
877,ура-ура-ура!! диски:)),163406594,1441385645,4603,neautral
878,"почему столяр, а не смоляр?",308071,1441021294,4599,negative
879,"[id308071|артем], всему свое время))",160158126,1441048990,4599,neautral
880,"от безумно счастливого к суровому :) удачи, ванечка! 
уже ждем вас :)",182268767,1439381175,4523,neautral
881,хм,4223712,1438873326,4440,neautral
882,"кондукторы обычно выживают, а вот готовы ли родители к таким испытаниям?",4223712,1438873374,4440,neautral
883,урааа с:,143820948,1436766636,4355,neautral
884,"я сегодня встречался с какими-то парнями на тульской, мне дали микрофон, заставляли петь.",7094449,1434832591,4318,neautral
885,"раз уж гордитесь своим пением и готовитесь к юбилейному сезону, будьте готовы дежурить с гитарой на крыльце столовой ежедневно. я прослежу.",308071,1434834785,4318,neautral
886,вы ещё онлайн-трансляцию с крыльца обеспечьте – я буду следить ночами;),29253,1434837127,4318,positive
887,а наташку куда дели?),17656236,1434853623,4318,neautral
888,"а ты думаешь, кто фотографию делает?:)",7094449,1434871366,4318,neautral
889,так и подумала :),17656236,1434871408,4318,neautral
890,таримся едой,152984095,1435239980,4318,neautral
891,макс?,176040075,1436350732,4318,neautral
892,"[id176040075|polina], макс.",7094449,1436452255,4318,neautral
893,"[id7094449|nikita], отлично, а какое участие он будет принимать?",176040075,1436452417,4318,positive
894,пора начать собирать камеру вильсона!,7094449,1432188297,4260,neautral
895,не пришло на электронку 😔,199964540,1432202507,4260,negative
896,"[id199964540|maria], напишите нам на почту klsh@klsh.ru письмо с темой ""не пришло письмо_фио"", мы перешлём!",-49558,1432230900,4260,neautral
897,"[club49558|красноярская летняя школа / клш], сделано!",199964540,1432233636,4260,negative
898,а в москве собеседование будет?,98256898,1428000364,4176,positive
899,по московскому собеседованию будет отдельная информация!,-49558,1428343274,4176,neautral
900,сколько по времени будет длиться собеседование?,158353147,1429549872,4176,negative
901,а что стоит?:) я участник клш!,7094449,1427282370,4166,positive
902,я б тоже...,41626696,1427283977,4166,positive
903,"[id7094449|никита], тебе ещё и приплатят, потому что будешь преподавать. :)",768587,1427284517,4166,negative
904,"[id41626696|оксана], звоните 2595979, подберем для вас",4116331,1427342341,4166,positive
905,"[id7094449|никита], позвоните нам 2595979 - все расскажем!",4116331,1427342367,4166,neautral
906,возникает вопрос: сколько в этом году останется конкурсных мест?,152984095,1423825633,4127,negative
907,"[id152984095|даша], на вас хватит)",1317792,1423836874,4127,positive
908,"а если школьник из красноярска хочет попробовать себя, ему можно порешать задачки))?",50411526,1424013325,4127,positive
909,"[id50411526|ирина], порешать можно, но в интенсиве поучаствовать не получится(",1317792,1424013391,4127,neautral
910,"[id1317792|диана], спасибо за быстрый ответ:)!",50411526,1424013409,4127,positive
911,а я считаюсь школьником из железногорска? :d,34746243,1424881078,4127,neautral
912,"здравствуйте. отбор по итогам решения вступительных заданий на интенсив еще идет, или результаты уже известны?",179117632,1424929674,4127,negative
913,ура!,1854019,1422505014,4117,positive
914,"4 в общем зачете, 4 по точным.",133108354,1418992659,4089,neautral
915,все таки у тебя 85,50218215,1418997038,4089,positive
916,"[id133108354|вячеслав], п - победитель",54300321,1419011284,4089,neautral
917,"ой, призёр",54300321,1419011304,4089,neautral
918,"[id54300321|роман], ой, проигравший...",54300321,1419011312,4089,neautral
919,а сколько всего было участников олимпиады? человек триста было?,116916607,1419015995,4089,neautral
920,поздравляю победителей!:) приходите ко мне на курс в клш (не реклама!),7094449,1419023170,4089,negative
921,"[id116916607|анастасия], бегунки сдали 214 участников",1317792,1419050040,4089,neautral
922,"[id1317792|диана], спасибо.",116916607,1419080236,4089,positive
923,а это будет олимпиада на попадание в клш?,86218166,1417681812,4052,neautral
924,"[id86218166|андрей], победители олимпиады будут приглашены в клш вне конкурса.",-49558,1417686696,4052,neautral
925,этапов будет несколько на каждое направление  или одно направление-один этап?,133108354,1417877242,4052,neautral
926,несколько. на каждом направлении будет одинаковое количество этапов.,4470242,1417886104,4052,neautral
927,"напишите, пожалуйста, общее время проведение олимпиады.",147977060,1418347320,4052,negative
928,"[id147977060|влад], зарегистрироваться необходимо до 11:30 (и тем, кто уже зарегистрировался онлайн, и тем, кто этого не сделал), сама олимпиада будет проходить с 12:30 до 15:30, награждение - в 16:30",-49558,1418448491,4052,neautral
929,а можно участвовать в нескольких олимпиадах?),151530013,1418483916,4052,neautral
930,"на мой взгляд нынешняя система олимпиады несправедливая. физика и математика есть у всех, а медицина с филологией и юриспруденцией не у всех. ну и дробление на кучу мелких задач может не дать необходимой точности измерения. задачи должны быть сложными. для решения кучи простых как правило внимательность только нужна. лучше вернуться к старой системе с 4 направлениями.",8859861,1418547350,4052,neautral
931,а мне очень понравилось:) было классно и интересно),206971735,1418661895,4052,positive
932,"[id206971735|jelly], я говорил что не справедливо, и не логично. а классно и интересно вполне согласен",8859861,1418718085,4052,neautral
933,"интересно, однако:)",114262484,1417179355,4042,neautral
934,когда состоится? и школьники каких классов могут участвовать?,6259325,1417179480,4042,neautral
935,"в середине декабря примерно, с 7 класса.",13452623,1417179998,4042,neautral
936,"[id6259325|alexander], кажется, что дата указана в первом предложении текста.",7094449,1417180787,4042,neautral
937,"[id7094449|никита], ух ты! :) то ли я не прочитал в первый раз, то ли ее не было, спасибо :)",6259325,1417180845,4042,neautral
938,а на какое направление повезете победителя?,152984095,1417434528,4042,neautral
939,"[id152984095|даша], абсолютный победитель сам сможет выбрать направление.",13452623,1417437639,4042,neautral
940,"[id13452623|lada], только один?",7094449,1417506650,4042,neautral
941,"абсолютный, вроде, да. нужно в положении посмотреть. но будут определены также и победители по направлениям.",13452623,1417511409,4042,neautral
942,"4.2. для каждого участника вычисляется сумма набранных им баллов. все участники выстраиваются по местам в соответствии с числом набранных баллов. в случае равенства баллов участникам присваивается одинаковое место. победителем олимпиады становится участник, набравший больше всего баллов (i место в общем зачете). призерами олимпиады становятся участники, занявшие ii и iii место в общем зачете. 
4.3. победитель и призеры олимпиады получают ценный приз, диплом победителя, а также бесплатную путевку в клш-2014 на любое из направлений по своему выбору.",9001276,1417691336,4042,positive
943,потеряшка! шапка хочет к хозяину!,-49558,1415777599,4019,neautral
944,моя))) я вообще там половину вещей оставила))),128822345,1415871777,4019,negative
945,"[id128822345|альбина], ну приезжай на олимпиаду, шапку отдам! остального, к сожалению, не нашли(",1317792,1415923610,4019,neautral
946,"[id1317792|диана], ((((( и футболочку???",128822345,1415959184,4019,neautral
947,"[id128822345|альбина], футболочки у меня нет((( только шапчуля!",1317792,1415959331,4019,neautral
948,"[id1317792|диана], ((( плак-плак, а раньше олимпиады никак? я в край на выходных собиралась))",128822345,1415959506,4019,negative
949,"[id128822345|альбина], можно и на выходных)",1317792,1415961933,4019,positive
950,"эх, нам бы такие выезды:)",152984095,1416050634,4019,neautral
951,а в москве намечается что-нибудь подобное?,264600444,1412790317,3969,positive
952,"московские потенциальные зондера работают дистанционно. отдельного московского собрания проводиться не будет. стоит написать своим нач.депам, они вам расскажут, чем вы можете быть полезными.",-49558,1412855100,3969,negative
953,меня возьмёте в зондеры?,2135800,1412864978,3969,positive
954,"антон, если ты на естественное хочешь, то напиши благодатскому по-быстрому:)",7094449,1413112334,3969,neautral
955,"если не смог прийти на собрание, то кому можно написать по поводу зондерства?",14768941,1413125240,3969,neautral
956,"[id14768941|анастасия], своему начнапу, людям, указанным выше в сообщение или мне)",66718570,1413175598,3969,neautral
957,"очочоч круто!
все молодцы (=",319989,1412607964,3965,positive
958,"смотрю и понимаю, как соскучилась сильно😢",29735702,1412671759,3965,neautral
959,"[id29735702|яна], на столбыыыыыыыыы)",124482479,1413035589,3965,positive
960,"[id124482479|lekha], с москвы первым поездом)",29735702,1413044721,3965,neautral
961,"[id29735702|яна], а самолеты как, не?)",124482479,1413044737,3965,negative
962,"[id124482479|lekha], я ж студент-общажник",29735702,1413044781,3965,neautral
963,"[id29735702|яна], ну так скиньтесь;)",124482479,1413045015,3965,neautral
964,"[id124482479|lekha], с кем?:d",29735702,1413045035,3965,neautral
965,"[id29735702|яна], всей общагой тебе на самолет;)",124482479,1413045058,3965,negative
966,"что ж, надо сказать, что у биохима тоже есть своя (хоть и вялая) группа аж с 2009 года, и если вам хочется стать частью нашего безудержно-креативного коллектива, то добро пожаловать! http://vk.com/club12845605",11751940,1412495849,3959,positive
967,но почему только физики и математики?😿,96131628,1412087847,3945,neautral
968,"извините, а разве не накладывается на олимпиаду мгу ? 😿 у нас в воскресенье в школе проводится",30855795,1412090737,3945,negative
969,у нас вроде уже прошла такая,145828649,1412092220,3945,positive
970,спасибо вам!,182268767,1410690555,3920,positive
971,"можно вопрос по поводу физмат биатлона? нам в шк сказали что будет проводится 14, и как так тогда?",30855795,1409817438,3886,neautral
972,отправьте вожатым и зондерам диски по почте😹😹😹,29735702,1409823900,3886,positive
973,"...или свяжитесь с зондером, чтобы вместе отправить диски вожатым",13452623,1409837540,3886,neautral
974,"поступайте в сфу, и не будет проблем с получением дисков.",979686,1409839095,3886,neautral
975,и все таки! что с биатлоном?,34657918,1409902676,3886,positive
976,может кто нибудь образ выложит.,264600444,1409916301,3886,neautral
977,биатлона 14 сентября не будет! а будет что? правильно! поход на столбы с предварительной раздачей дисков клш!),1317792,1409932986,3886,neautral
978,"[id1317792|диана], биатлон вообще отменяется или переносится?",30855795,1409986851,3886,neautral
979,"[id30855795|маша], пока более подробной информации нет, как только что-то будет ясно, мы сообщим по всем доступным каналам!",1317792,1409989545,3886,neautral
980,а если вы будете отмечать людей на фото - будете красавцами .,20255002,1407762658,3620,neautral
981,я за,213496205,1404051833,3388,positive
982,"раз так, значит каждому ""биохимщику"", учебник по ботанике. мне вот такой, пожалуйста.",92731442,1404053596,3388,negative
983,я больше всего угарал с прорыва демонов:),7094449,1404053778,3388,neautral
984,"[id7094449|nikita], а что там было?)",92731442,1404054393,3388,neautral
985,"огромный чёткий квест:) варить зелье, плавить сургуч... кажется. проявлять карту. постарался биохим.",7094449,1404055291,3388,neautral
986,"[id7094449|никита], а каким прекрасным в тот год было деление на команды :d только и замечай общие черты у одного знака зодиака.",20842291,1404062020,3388,neautral
987,эти черты иллюзорны.,7094449,1404062053,3388,neautral
988,"пусть так. но все равно, забавный шанс проверить гороскоп. а еще отливка свинцовых, что ли, печатей, по-моему одно из самых трудоемких заданий того года.",20842291,1404062259,3388,neautral
989,"2012 биохим проходил еще и в чудесном тумане, особая атмосфера ^^",152984095,1404108473,3388,positive
990,а что значит чистый лист a4 в конверте?,50711659,1400586155,3324,neautral
991,"[id50711659|степан], он там один?",86538447,1400589721,3324,neautral
992,"[id86538447|тимка], да",50711659,1400589889,3324,neautral
993,"[id50711659|степан], в письме вообще больше ничего нет?",86538447,1400589961,3324,negative
994,"[id86538447|тимка], да",50711659,1400589965,3324,neautral
995,"[id50711659|степан], все в порядке.",86538447,1400590082,3324,positive
996,"[id86538447|тимка], а что это значит?",50711659,1400590119,3324,neautral
997,"[id50711659|степан], нет причин для паники.",86538447,1400590180,3324,neautral
998,"[id86538447|тимка], это значит не прошел?",50711659,1400590215,3324,negative
999,"[id50711659|степан], нет. не факт. это просто недоразумение.",86538447,1400590502,3324,negative
1000,"[id50711659|stepan], уточни лучше у [id1317792|diana kazakova], она тебе точно даст ответ",71791556,1400590523,3324,negative
1001,"[id71791556|катя], спасибо",50711659,1400590781,3324,positive
1002,"[id50711659|степан], ответила в лс)",1317792,1400590865,3324,neautral
1003,"мне пришло вчера письмо,я счастлив! :d",139005940,1401150972,3324,negative
1004,а в москве того же числа?,98256898,1397676097,3258,positive
1005,"[id98256898|антон], да, тоже 27 апреля)",-49558,1397738074,3258,neautral
1006,вступить в ряды учеников данной школы могут только жители красноярского края?,154196828,1404837677,3258,neautral
1007,"ура! это, определённо, лучшая новость текущего года!",308071,1395649495,3231,positive
1008,"действительно, ура! диана, поздравляю!",2446179,1395654545,3231,positive
1009,ура!,7534732,1395654848,3231,positive
1010,поздравляю!ура-ура,15055663,1395657161,3231,neautral
1011,поздравляю!),236450045,1395657361,3231,neautral
1012,поздравляю от души!!!))),76131503,1395657571,3231,neautral
1013,"охохо, филолог-директор, директор-филолог! радость с:",134262770,1395681147,3231,neautral
1014,я определенно в восторге!!! в диком!!!),61731752,1395685290,3231,positive
1015,"спасибо, друзья)) будем работать)",1317792,1395753786,3231,positive
1016,это очень крутая новость!:) поздравляю!,1116067,1395836714,3231,positive
1017,принимайте принимашки!!!,4223712,1395850846,3231,neautral
1018,диана поздравляю!!!))),54438168,1396019286,3231,neautral
1019,поздравляю!!:),9517827,1400262545,3231,neautral
1020,а количество мест увеличится?,20608368,1395310030,3222,neautral
1021,"[id20608368|victor], нет, а какая связь? )",2202725,1395310461,3222,negative
1022,"закон позволит "" в целом по краю увеличить почти на 2 тыс. по сравнению с 2013 годом количество детей, отдохнувших в загородных оздоровительных учреждениях края."", логично было бы увеличить количество путевок в клш.",20608368,1395311790,3222,neautral
1023,"[id20608368|victor], увеличивается количество путёвок для отдыха детей в красноярском крае. а мощность лагеря ""орбита"" не поменяется :) она как была 300 человек, так и осталась. просто в оздоровительной кампании будет задействовано больше летних лагерей края или некоторые лагеря перейдут с трёх смен на четыре. 

что касается летней школы, то мы вполне осознанно сами придерживаемся числа в 200 школьников, а не потому, что в этом нас ограничивает министерство образования. нынешняя технология клш рассчитана на такой масштаб.",2202725,1395329419,3222,neautral
1024,а как поступить если для клш не нужны вступительные задания из-за победы в зимней олимпиаде? что нужно для подтверждения?,58238020,1393251169,3206,neautral
1025,"маша, тогда мы о тебе уже всё знаем и в начале мая пришлём официально приглашение с подробностями участия в клш. жди!",2202725,1393251749,3206,negative
1026,не позднее 1 марта включительно?,62444239,1393560951,3206,neautral
1027,"[id62444239|полина], не позднее = включительно :)",2202725,1393569869,3206,neautral
1028,отправил ^^,105601172,1393678255,3206,negative
1029,спасибо за наше счастливое детство,319989,1388504612,3167,positive
1030,"рустам, а где конкретно этот проект будет осуществляться7",1315118,1388507497,3167,negative
1031,еще один повод перебраться в москву),145336582,1388510012,3167,positive
1032,"с новым годом!!!очень жаль,что вы оставляете пост директора😒",184904095,1388511424,3167,negative
1033,"[id1315118|evgenia], в г. пушкино, север москвы",2202725,1388550218,3167,neautral
1034,"рустам, удачи тебе на твоём новом пути!:)",7094449,1388587436,3167,neautral
1035,добрый вечер:) а где именно в универсе?,25025891,1386855486,3104,neautral
1036,"[id25025891|елена], третий этаж, ориентир 3-10.",182268767,1386898410,3104,neautral
1037,все на олимпиаду!:)),7094449,1386705844,3100,positive
1038,а в какой аудитории?,106039680,1386755492,3100,negative
1039,"[id106039680|александр], на входе будет вся информация)",66718570,1386763095,3100,neautral
1040,спасибо,106039680,1386856951,3100,positive
1041,"боюсь, нынешние потенциальные зондера не в теме про четвертый корпус.
но значит ли это?..",9001276,1383729720,3071,neautral
1042,"[id9001276|vsevolod], частично ) поскольку этот сезон будет проходить под знаком подготовки к юбилейному.",2202725,1383730141,3071,positive
1043,"все не могу привыкнуть, что люди 1995 года рождения могут уже писать осмысленное что-то )",630490,1383743498,3071,negative
1044,молодые старпёры подтянулись )),2202725,1383751569,3071,neautral
1045,"всё не могу привыкнуть, что люди младше меня - уже старпёры. :)",768587,1384011135,3071,negative
1046,еще фото тут http://vk.com/album34657918_179702839,34657918,1379180004,3019,negative
1047,a видео на рен-тв когда будет?),7764392,1379215805,3019,negative
1048,"[id7764392|milita], я не в курсе, с ними договаривался мг, но судя по тому, что на сайте ""семёрки"" последние новости за пятницу, то следующие будут в понедельник :) ну, или в сегодняшних вечерних новостях ещё посмотри.",2202725,1379216600,3019,neautral
1049,классно) глянем),7764392,1379217136,3019,positive
1050,"блин, я так хотел приехать, но учеба дает о себе знать!",124482479,1379238626,3019,neautral
1051,"[id124482479|леха], ага. особенно ко мне относится)",216786501,1379254149,3019,neautral
1052,"http://www.trk7.ru/news/20871.html

ура",7764392,1379335161,3019,positive
1053,"из грустных новостей:
- здания вечернего клуба больше не существует.
- на следующий год две комнаты 4 корпуса (библиотека и штаб) будут соединены с холлом для организации массовых мероприятий в дождь.

из хороших новостей:
- общее состояние лагеря окрепло. заменили все кровати, тэны.
- вернули в рабочее состояние компьютерный корпус.
- в столовой работают повара из красноярского комбината питания.
- местные беспокоят редко, есть охрана, видеонаблюдение.
- планируется проведение освещения вдоль тропинки к енисею.

из перспективных новостей:
- на месте лагеря №7 (который сейчас полностью снесён) осенью всё-таки начнётся строительство первых корпусов совершенно нового лагеря, как об этом писали сми:
http://newslab.ru/news/504859

даже если этот новый проект окажется для нас не особо пригодным, произойдёт обновление инфраструктуры (электричество, водоснабжение) и существующих лагерей, что несомненный плюс.

таким образом, идея проведения юбилейного сезона в ""таёжном"" может получить жизнь. продолжаем изучение вопроса.",2202725,1377419186,2986,neautral
1054,так. ламзин! почему сегодня опят суп был холодный?! ... :),1097762,1376560840,2935,negative
1055,а по почте будут высылать?,32245685,1376563494,2935,positive
1056,"нужно попросить своих вожатых, чтоб прислали.",8134016,1376563880,2935,neautral
1057,"а,ну тогда пришлют.они знают.",32245685,1376564002,2935,neautral
1058,"[id32245685|denis], я помню, что обещала тебе прислать :)",71791556,1376565583,2935,negative
1059,"а что до, простите, забытых вещей?..",90155931,1376572817,2935,neautral
1060,"[id90155931|аня], потеряшки потерялись :) по крайней мере временно. кроме одного сотового телефона, который никто не хочет забирать :)",2202725,1376573902,2935,negative
1061,"телефон оставили специально, чтобы вернуться в следующем году. хитро ведь)",216786501,1376578141,2935,neautral
1062,"владимир, как чей то носок)",62899918,1376751172,2935,positive
1063,"статистика интересная, особенно, когда все видят одно, а ты совершенно другое.))",13452623,1369801270,2764,negative
1064,"ох, какая я молодец. :3",71791556,1368355084,2737,neautral
1065,это было сегодня? и без меня? :-(((((((,48825606,1368355364,2737,negative
1066,"[id48825606|галя], чти рассылку внимательнее! )",2202725,1368357621,2737,neautral
1067,"а можно узнать результаты,не дожидаясь прихода письма?",135687241,1368617088,2737,neautral
1068,"[id135687241|мария], ответил в лс",2202725,1368625812,2737,neautral
1069,"[id2202725|рустам], ага, спасибо))",135687241,1368659775,2737,neautral
1070,"а если письмо долго не приходит, можно узнать результаты каким-нибудь образом????",73646211,1368705013,2737,negative
1071,и мне можно результат узнать?,88361860,1368705429,2737,positive
1072,а  можно тоже результат в лс?,61191916,1368708050,2737,positive
1073,налетели =),152022342,1368716073,2737,neautral
1074,"ребят, лучше письмо ждите! в этом же весь изюм!:)",152984095,1369047429,2737,negative
1075,"интервью отличное, михаилу георгиевичу нужно открывать свою радиостанцию с байками и охранниками!:)",11751940,1367840352,2727,positive
1076,а где можно послушать?,1839570,1367850378,2727,negative
1077,мгс и рфб,591871,1367855677,2727,neautral
1078,"ссылка под фото, под текстом плеер вшит.",9001276,1367860163,2727,positive
1079,17! у нас было 17 школьников!,8134016,1366558829,2707,positive
1080,"из них 12 школьниц, да?",9001276,1366559465,2707,neautral
1081,"нет:)
школьниц было, кажется, 6.",8134016,1366560372,2707,neautral
1082,"16 школьников, там смоляр был зарегистрирован просто;)",20608368,1366573297,2707,neautral
1083,причем больше всех было на нтн,500180,1366895041,2707,neautral
1084,а во сколько начало самого собеседования?,22346420,1366374545,2691,negative
1085,"[id22346420|лиза], в 12",2202725,1366391772,2691,neautral
1086,а можно узнать все расписание собеседования? меня больше всего интересует время окончания.,152984095,1366435075,2691,positive
1087,"[id152984095|даша], организованного окончания нет, каждый решает и сдаёт решения со своей скоростью )",2202725,1366460365,2691,positive
1088,это просто отлично!:),152984095,1366460966,2691,positive
1089,меня ещё не подключили к рассылке:(,124482479,1352640141,2546,negative
1090,"лёша, напиши саше по этому поводу.",2202725,1352646922,2546,positive
1091,"[id2202725|рустам], я писал,но пока ничего не происходит!",124482479,1352646988,2546,negative
1092,понятно. спрошу у него.,2202725,1352647028,2546,neautral
1093,у меня такая же проблема.,146126437,1352979841,2546,negative
1094,"народ, вы молодцы!!! так держать!!!  супер-меропиятие!",2468677,1349076420,2499,neautral
1095,а мы учавствуем) ае!,7764392,1348566288,2476,neautral
1096,"[id7764392|milita], удачного учавтствия !",26397324,1348566420,2476,neautral
1097,спасибо),7764392,1348566440,2476,positive
1098,"ну блин, почему команда одного пола? :с фиг я где соберу себе команду теперь",29173914,1348576644,2476,neautral
1099,потому что парни и бабы с разной скоростью бегают. было бы не честно.,7764392,1348579081,2476,neautral
1100,"[id7764392|milita], везет!а мне и возраст и местоположение не позволяет!:(",124482479,1348639858,2476,neautral
1101,а если нет возможности приехать?,44977367,1345273939,2414,neautral
1102,тогда мы попросим кого-то из твоих вожатых передать тебе диск или отправить его по почте.,2202725,1345274567,2414,negative
1103,"рустам, меня до 1 сентября не будет в городе. не хотелось бы остаться без диска. можно его как то получить в начале учебного года?",152984095,1344858328,2386,negative
1104,"[id152984095|дарья], обратись к вожатым. обычно мы всегда рассылаем диски иногородним школьникам. и отдаем тем, кто не пришел на раздачу",7947938,1344859426,2386,negative
1105,"а что, если и вожатые не местные?)",2537639,1344878820,2386,negative
1106,"[id2537639|даша], у вас не все не местные :)",2202725,1344880832,2386,negative
1107,"получается, наташе отправлять нам всем?",2537639,1344882173,2386,neautral
1108,очень хочется на диске увидеть презентацию с вечернего клуба «клш прошлого тысячелетия» :),32936309,1344902750,2386,neautral
1109,"[id32936309|ульяна], безусловно, она там будет!",2202725,1344904846,2386,neautral
1110,жаль что я с вами не смог быть в этот дождливый день(((,124482479,1344857885,2382,negative
1111,ага)) жаль,87411434,1345033011,2382,neautral
1112,то есть можно полагать что они придут завтра? оо,87910960,1336977830,1952,neautral
1113,"[id87910960|миха], можно. а можно не полагать, это ж россия, детка.",31801799,1336981291,1952,neautral
1114,мир замер в ожидании еще в конце недели!особенно замерли летнешкольницы из славного града назарово:),146126437,1336984970,1952,neautral
1115,"надеюсь, что моё не оказалось в 5% неотправленных.",169608711,1336995982,1952,neautral
1116,почта россии- и пусть весь мир подождет. но на следующий недели должны доползти.,20842291,1336997727,1952,neautral
1117,"надеюсь, вы доплатили почте россии, чтобы письма пришли не в сентябре",152984095,1336998887,1952,negative
1118,"да нормально все приходит,успокойтесь.",4761981,1337004147,1952,positive
1119,"письма,во всяком случае)",4761981,1337004553,1952,neautral
1120,щито? почта рф везет письмо в москву неделю. так что не надо тут,9001276,1337007369,1952,neautral
1121,"[id152984095|дарья], ахаха:)",124482479,1337061974,1952,neautral
1122,почта россии. ещё не всё потеряно!                           почта россии. это мы придумали изюм и курагу!,124482479,1337063181,1952,negative
1123,"сева, не гони, почта в москву две недели идёт)",7094449,1337085655,1952,neautral
1124,"ну оке, 10 дней.",9001276,1337089134,1952,neautral
1125,"мне не пришло, до сих пор. что делать?",7764392,1337492851,1952,negative
1126,"до меня, получается, за 6 дней дошло. а шло через москву",4761981,1337506740,1952,positive
1127,"а я живу в пару шагов от универса, и ничего;(",7764392,1337508803,1952,neautral
1128,может ты попала в эти самые 5% ?,79189064,1337509270,1952,neautral
1129,"[id79189064|наташа], какие 5?",7764392,1337509666,1952,neautral
1130,"ну если 95% писем отправлено, то, видимо, 5% где-то задержалось :) не волнуйся!",79189064,1337509711,1952,neautral
1131,"[id79189064|наташа], аа, поняла. возможно. что тогда прикажете делать?",7764392,1337509711,1952,negative
1132,не волноваться :)) ну или у рустама спросить ) ты на точное?,79189064,1337509741,1952,neautral
1133,да),7764392,1337528595,1952,neautral
1134,"и я :) узнала, почему письмо не пришло?",79189064,1337679192,1952,negative
1135,нет;(,7764392,1337683816,1952,neautral
1136,в чем проблема?:),79189064,1337683841,1952,neautral
1137,"спасибо)! сделала, конечно:)
самое же главное, чему научила клш, - вера в свои силы, без которой никуда)",50411526,1336045370,1923,positive
1138,класс! всех поздравляю! =),7094449,1336073805,1923,positive
1139,а еще катя гурская призер по химии)),13325297,1336114385,1923,positive
1140,вы катю гурскую забыли(,54438168,1336114945,1923,negative
1141,"вы про iii этап говорите? или про край?
я смотрел результаты всеросса на сайте нашего министерства образования, вот они:
http://krao.ru/files/fck/file/holostova_oi/olimpiadi/vserosolimp.doc
если ошибка, я напишу им :)",2202725,1336115040,1923,neautral
1142,я просто в сунце как ксюша ташкинова учусь),12644963,1336115909,1923,positive
1143,"ааа! класс :) поздравляю, катя!",2202725,1336124297,1923,positive
1144,"поправил на сайте и в новостях группы, здесь уже не получается :)",2202725,1336124423,1923,negative
1145,"[id2202725|рустам], 3 этап - это и есть край:). россия - четвёртый)",50411526,1336127632,1923,positive
1146,"да, ира, спасибо! обпечатался :)",2202725,1336132910,1923,positive
1147,"[id2202725|рустам], да нет проблем:). школьный этап можно вообще не считать ;-)",50411526,1336132950,1923,neautral
1148,1 0 0 1 = 9 красивое число=),4223712,1335266490,1898,positive
1149,"0 1 1 0 = 6
не будем проводить ассоциаций :)",2202725,1335270525,1898,negative
1150,"[id29525121|слава], теперь посчитай, сколько планет земля понадобится для расселения летнешкольников :)",2202725,1335615128,1898,negative
1151,как минимум одна =),29525121,1335655608,1898,negative
1152,"если принять, что школьнику хватает 0.25м^2, и летнешкольники занимают всю земную площадь, то около 2*10^2549.",59644322,1335704892,1898,neautral
1153,"блин. я себя нашел(
",33755848,1335627009,1884,neautral
1154,и? это плохо?;):d,47898602,1337414095,1884,negative
1155,августа становится всё меньше =),29525121,1333642196,1838,neautral
1156,"мне кажется, все было отлично =) очень классные подарки в этом году, необычные!)",79189064,1324297105,1729,positive
1157,"ласты склеились, трубка забилась, а дырочку сгрыз вместе с бубликом. я безнадёжен?",29525121,1320139612,1659,neautral
1158,наконец-то =)))),50411526,1320142008,1659,neautral
1159,"опа ... весьма не вовремя. да еще нет ласт, трубочки и бублика. беда :(",36614984,1320148823,1659,neautral
1160,ура!!!!!!))),54438168,1320153749,1659,positive
1161,"из тех присутствовал, напишите, пожалуйста, что было? очень прошу...",120155045,1320589596,1659,neautral
1162,расстроила запись :(,32936309,1312961861,1454,neautral
1163,"чем дольше расставание, тем сильнее радость встреч ;)",2202725,1312962204,1454,neautral
1164,"это да.. :)
просто я не из красноярска и чтобы встретиться с ребятами думала приехать..
ну да ладно, как есть..)",32936309,1312965091,1454,neautral
1165,"блинн я уеду(( и приеду только 31((
 как мне тогда диск получить... ??",54438168,1312965256,1454,neautral
1166,"а во сколько столбы?) я хоть в этом году и не ездила, а на столбы бы с вами сходила ^^",32107880,1312966856,1454,negative
1167,наверно в 10-11. а кто еще пойдет?),63305203,1312967704,1454,neautral
1168,"21? норм, главное, чтобы до сентября это дело не откладывалось:)",9517827,1312971054,1454,neautral
1169,я на столбы пойду!)),62652013,1312975228,1454,positive
1170,"встречаемся в 10 утра, да!
кто не сможет подойти, вожатые вышлют диски по почте.",2202725,1312977721,1454,negative
1171,а если они потеряются?),54438168,1312982041,1454,neautral
1172,аа мож лучш есразу на море выслать?))),54438168,1312982062,1454,positive
1173,"и на столбы, и за диском!",71791556,1312983646,1454,positive
1174,"да ну вас! я запуталась.
14 - идем просто на столбы
а 21 - столбы+диски, так?",94959030,1312985921,1454,neautral
1175,да! только не вывихни себе что-нибудь опять;),71791556,1312986035,1454,neautral
1176,"а можно как-то 21 сделать встречу не в 10, а в 12?
просто мы не успеем приехать:(",51687056,1312986214,1454,neautral
